pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         607076 function calls (593376 primitive calls) in 8.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       78    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.002    0.002 _plotutils.py:1(<module>)
    14434    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
      172    0.001    0.000    0.002    0.000 version.py:198(__init__)
        1    0.000    0.000    0.002    0.002 __init__.py:959(Environment)
       26    0.000    0.000    0.002    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.002    0.002 __init__.py:177(get_supported_platform)
     1832    0.001    0.000    0.002    0.000 __init__.py:2353(_is_egg_path)
        1    0.000    0.000    0.002    0.002 __init__.py:387(get_build_platform)
       26    0.000    0.000    0.002    0.000 _backend.py:102(generate_multimethod)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
      100    0.001    0.000    0.002    0.000 numeric.py:283(full)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.002    0.002 coroutines.py:1(<module>)
     2082    0.001    0.000    0.002    0.000 wrapper.py:91(__getattr__)
       14    0.000    0.000    0.002    0.000 arraydatatype.py:175(zeros)
       10    0.000    0.000    0.002    0.000 converters.py:194(__call__)
        1    0.000    0.000    0.002    0.002 tokenize.py:1(<module>)
        1    0.000    0.000    0.002    0.002 basic.py:1(<module>)
        1    0.000    0.000    0.002    0.002 glob.py:1(<module>)
       14    0.000    0.000    0.002    0.000 __init__.py:2103(safe_listdir)
       21    0.000    0.000    0.002    0.000 __init__.py:2870(insert_on)
        2    0.000    0.000    0.002    0.001 GL_2_1.py:1(<module>)
        2    0.000    0.000    0.002    0.001 uniform_buffer_object.py:1(<module>)
      740    0.002    0.000    0.002    0.000 converters.py:29(__init__)
     2401    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.002    0.002 typing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 GL_1_2_images.py:1(<module>)
      100    0.000    0.000    0.002    0.000 tempfile.py:105(_sanitize_params)
        2    0.000    0.000    0.002    0.001 vertex_buffer_object.py:1(<module>)
      300    0.001    0.000    0.002    0.000 contextdata.py:44(setValue)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
      612    0.002    0.000    0.002    0.000 _inspect.py:67(getargs)
6530/6401    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
       26    0.000    0.000    0.002    0.000 _backend.py:216(get_defaults)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4875(_makeTags)
      500    0.001    0.000    0.002    0.000 lists.py:125(dims)
        1    0.000    0.000    0.002    0.002 blas.py:1(<module>)
        1    0.000    0.000    0.002    0.002 context.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pointers.py:130(<listcomp>)
       29    0.000    0.000    0.002    0.000 __init__.py:2765(_get_metadata)
        1    0.002    0.002    0.002    0.002 {method 'readlines' of '_io._IOBase' objects}
       30    0.000    0.000    0.002    0.000 pointers.py:101(wrapPointerFunction)
        1    0.000    0.000    0.002    0.002 lapack.py:1(<module>)
        2    0.000    0.000    0.002    0.001 internalformat_query2.py:1(<module>)
        4    0.000    0.000    0.002    0.001 pathlib.py:1223(read_text)
      150    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
     1542    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
       14    0.000    0.000    0.002    0.000 arraydatatype.py:73(get_output_handler)
      204    0.000    0.000    0.002    0.000 arraydatatype.py:130(dataPointer)
        1    0.000    0.000    0.002    0.002 arraydatatype.py:63(handler_by_plugin_name)
       42    0.000    0.000    0.002    0.000 __init__.py:2565(__init__)
     4020    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
      122    0.000    0.000    0.002    0.000 GL_4_5.py:12(_f)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
    15592    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
      471    0.001    0.000    0.002    0.000 copy.py:258(_reconstruct)
      600    0.001    0.000    0.002    0.000 fromnumeric.py:553(swapaxes)
        1    0.000    0.000    0.002    0.002 subprocess.py:10(<module>)
       23    0.000    0.000    0.002    0.000 overrides.py:206(decorator)
     6431    0.002    0.000    0.002    0.000 converters.py:149(__call__)
      514    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
        2    0.000    0.000    0.002    0.001 program_interface_query.py:1(<module>)
        1    0.000    0.000    0.002    0.002 baseplatform.py:1(<module>)
      5/3    0.000    0.000    0.002    0.001 baseplatform.py:14(__get__)
     4796    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.002    0.002 baseplatform.py:94(install)
        1    0.000    0.000    0.002    0.002 win32.py:104(GetCurrentContext)
      100    0.000    0.000    0.002    0.000 _methods.py:44(_any)
        1    0.000    0.000    0.002    0.002 win32.py:24(GL)
        1    0.000    0.000    0.002    0.002 ctypesloader.py:17(loadLibrary)
      100    0.001    0.000    0.002    0.000 camera.py:14(mvp)
        1    0.000    0.000    0.002    0.002 ctypesloader.py:72(_loadLibraryWindows)
       18    0.000    0.000    0.002    0.000 wrapper.py:372(finalise)
        4    0.000    0.000    0.002    0.000 pathlib.py:1205(open)
      252    0.000    0.000    0.002    0.000 sre_parse.py:432(_uniq)
       30    0.000    0.000    0.002    0.000 inspect.py:2206(_signature_from_callable)
      808    0.001    0.000    0.002    0.000 random.py:250(_randbelow_with_getrandbits)
        2    0.000    0.000    0.002    0.001 GL_4_4.py:1(<module>)
        2    0.000    0.000    0.002    0.001 viewport_array.py:1(<module>)
       26    0.000    0.000    0.002    0.000 linecache.py:53(checkcache)
        2    0.000    0.000    0.002    0.001 vertex_attrib_64bit.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sprite.py:21(<module>)
        1    0.000    0.000    0.002    0.002 getlimits.py:96(_register_known_types)
      238    0.001    0.000    0.002    0.000 ntpath.py:61(isabs)
        1    0.000    0.000    0.002    0.002 lil.py:1(<module>)
       48    0.000    0.000    0.002    0.000 abc.py:84(__new__)
       26    0.000    0.000    0.002    0.000 inspect.py:3091(signature)
        2    0.000    0.000    0.002    0.001 shader_image_load_store.py:1(<module>)
       83    0.000    0.000    0.002    0.000 pyparsing.py:1821(__add__)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
       56    0.000    0.000    0.002    0.000 __init__.py:2054(<genexpr>)
        1    0.001    0.001    0.002    0.002 codata.py:1512(parse_constants_2018toXXXX)
       26    0.000    0.000    0.002    0.000 inspect.py:2839(from_callable)
       23    0.000    0.000    0.002    0.000 __init__.py:1409(has_metadata)
       44    0.000    0.000    0.002    0.000 __init__.py:1325(safe_version)
      100    0.001    0.000    0.002    0.000 model.py:86(_updateBordersAndTris)
     2983    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
      100    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(searchsorted)
      133    0.001    0.000    0.002    0.000 pyparsing.py:3260(__init__)
        1    0.000    0.000    0.002    0.002 _parseaddr.py:4(<module>)
      120    0.000    0.000    0.002    0.000 baseplatform.py:101(functionTypeFor)
        2    0.000    0.000    0.001    0.001 glob.py:10(glob)
      100    0.000    0.000    0.001    0.000 tempfile.py:279(gettempdir)
        1    0.000    0.000    0.001    0.001 __init__.py:441(StrFormatStyle)
      218    0.001    0.000    0.001    0.000 __init__.py:3161(_find_adapter)
       31    0.000    0.000    0.001    0.000 glob.py:41(_iglob)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
      101    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
     1173    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:389(parent)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
       30    0.001    0.000    0.001    0.000 inspect.py:2112(_signature_from_function)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4763(srange)
      100    0.000    0.000    0.001    0.000 buffers.py:87(asArray)
      645    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
       93    0.000    0.000    0.001    0.000 GL_2_0.py:12(_f)
     4003    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.001    0.001 tempfile.py:177(_get_default_tempdir)
        1    0.000    0.000    0.001    0.001 _glgets.py:1(<module>)
      122    0.000    0.000    0.001    0.000 __init__.py:113(WINFUNCTYPE)
     1304    0.001    0.000    0.001    0.000 __init__.py:40(add_types)
        1    0.000    0.000    0.001    0.001 _types.py:1(<module>)
      495    0.000    0.000    0.001    0.000 wrapper.py:197(typeOfArg)
        2    0.000    0.000    0.001    0.001 ES2_compatibility.py:1(<module>)
     2765    0.001    0.000    0.001    0.000 wrapper.py:35(asList)
       89    0.000    0.000    0.001    0.000 GL_4_1.py:12(_f)
       20    0.000    0.000    0.001    0.000 wrapper.py:488(calculate_cArguments)
        4    0.000    0.000    0.001    0.000 converters.py:307(stringArrayForC)
       12    0.000    0.000    0.001    0.000 enum.py:451(<listcomp>)
      682    0.001    0.000    0.001    0.000 wrapper.py:117(cArgIndex)
       84    0.000    0.000    0.001    0.000 GL_3_0.py:12(_f)
      256    0.001    0.000    0.001    0.000 {built-in method fromkeys}
     2796    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     8325    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
        2    0.000    0.000    0.001    0.001 pyparsing.py:1608(parseString)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       86    0.000    0.000    0.001    0.000 version.py:74(__init__)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
      240    0.001    0.000    0.001    0.000 enum.py:64(__setitem__)
       59    0.000    0.000    0.001    0.000 typing.py:656(__init__)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
      128    0.000    0.000    0.001    0.000 __init__.py:383(__getattr__)
        2    0.000    0.000    0.001    0.001 shader_atomic_counters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
     1896    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:867(__exit__)
        2    0.000    0.000    0.001    0.001 framebuffer_no_attachments.py:1(<module>)
        1    0.000    0.000    0.001    0.001 specifiers.py:214(LegacySpecifier)
        1    0.000    0.000    0.001    0.001 windows_utils.py:1(<module>)
     2374    0.001    0.000    0.001    0.000 ntpath.py:34(_get_bothseps)
      129    0.000    0.000    0.001    0.000 re.py:186(match)
      200    0.000    0.000    0.001    0.000 arraydatatype.py:140(voidDataPointer)
       19    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.001    0.001 glob.py:81(_glob1)
      135    0.000    0.000    0.001    0.000 images.py:420(asWrapper)
        2    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        2    0.000    0.000    0.001    0.001 invalidate_subdata.py:1(<module>)
        2    0.000    0.000    0.001    0.001 get_program_binary.py:1(<module>)
     1304    0.001    0.000    0.001    0.000 __init__.py:38(types)
      832    0.001    0.000    0.001    0.000 __init__.py:2069(dist_factory)
        1    0.000    0.000    0.001    0.001 converters.py:1(<module>)
      100    0.000    0.000    0.001    0.000 fromnumeric.py:1274(searchsorted)
        2    0.000    0.000    0.001    0.001 GL_4_6.py:1(<module>)
       86    0.000    0.000    0.001    0.000 version.py:131(_legacy_cmpkey)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
      100    0.001    0.000    0.001    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        5    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
      100    0.000    0.000    0.001    0.000 arrayhelpers.py:155(__call__)
        2    0.000    0.000    0.001    0.001 texture_buffer_object.py:1(<module>)
    102/2    0.000    0.000    0.001    0.001 pyparsing.py:1370(_parseNoCache)
        1    0.000    0.000    0.001    0.001 extensions.py:1(<module>)
     10/2    0.000    0.000    0.001    0.001 pyparsing.py:3397(parseImpl)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
     2700    0.001    0.000    0.001    0.000 renderer.py:33(__getitem__)
     1430    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      335    0.001    0.000    0.001    0.000 pyparsing.py:1144(__init__)
        2    0.000    0.000    0.001    0.001 compute_shader.py:1(<module>)
        2    0.000    0.000    0.001    0.001 base_instance.py:1(<module>)
        1    0.000    0.000    0.001    0.001 shader_objects.py:1(<module>)
        1    0.000    0.000    0.001    0.001 exceptional.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
      100    0.001    0.000    0.001    0.000 _buffers.py:51(from_object)
        2    0.000    0.000    0.001    0.001 enhanced_layouts.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
       58    0.000    0.000    0.001    0.000 GL_3_3.py:12(_f)
        2    0.000    0.000    0.001    0.000 _version.py:1(<module>)
        2    0.000    0.000    0.001    0.000 vertex_attrib_binding.py:1(<module>)
     2901    0.001    0.000    0.001    0.000 converters.py:168(__call__)
        2    0.000    0.000    0.001    0.000 texture_view.py:1(<module>)
      223    0.000    0.000    0.001    0.000 wrapper.py:355(setReturnValues)
      128    0.001    0.000    0.001    0.000 __init__.py:390(__getitem__)
     1896    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:863(__enter__)
       61    0.000    0.000    0.001    0.000 separate_shader_objects.py:12(_f)
      958    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
